LCA Material ID,LCA Material Name,Stage,Oekobaudat Link,LCA massValue,Oekobaudat massValue,massValue Difference,massValue Difference Percentage,LCA GWP,Oekobaudat GWP,GWP Difference,GWP Difference Percentage,LCA ODP,Oekobaudat ODP,ODP Difference,ODP Difference Percentage,LCA POCP,Oekobaudat POCP,POCP Difference,POCP Difference Percentage,LCA AP,Oekobaudat AP,AP Difference,AP Difference Percentage,LCA EP,Oekobaudat EP,EP Difference,EP Difference Percentage,LCA ADPE,Oekobaudat ADPE,ADPE Difference,ADPE Difference Percentage,LCA ADPF,Oekobaudat ADPF,ADPF Difference,ADPF Difference Percentage,LCA PERT,Oekobaudat PERT,PERT Difference,PERT Difference Percentage,LCA PENRT,Oekobaudat PENRT,PENRT Difference,PENRT Difference Percentage,LCA RSF,Oekobaudat RSF,RSF Difference,RSF Difference Percentage,LCA NRSF,Oekobaudat NRSF,NRSF Difference,NRSF Difference Percentage
c8cf7494-2f23-4193-a185-f7d4fdfa36b6,Ventilationsaggregat decentraliseret ( væg & loft ) 60 ...,C4,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6,878.0,0.878,-877.122,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
c8cf7494-2f23-4193-a185-f7d4fdfa36b6,Ventilationsanlæg decentraliseret ( væg & loft ) 60 m3 ...,A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6,878.0,0.878,-877.122,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
c8cf7494-2f23-4193-a185-f7d4fdfa36b6,Ventilationsanlæg decentraliseret ( væg & loft ) 60 m3 ...,C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6,878.0,0.878,-877.122,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
c8cf7494-2f23-4193-a185-f7d4fdfa36b6,Ventilationsanlæg decentraliseret ( væg & loft ) 60 m3 ...,D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6,878.0,0.878,-877.122,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4bf26663-9018-47a1-943d-8ed4d3f87d0f,"Vinduesbeslag , aluminium",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=4bf26663-9018-47a1-943d-8ed4d3f87d0f,1014.0,1.014,-1012.986,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,Vippeafbryder ( lyskontakt ),A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,79.0,0.079,-78.921,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,Vippeafbryder ( lyskontakt ),C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,79.0,0.079,-78.921,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,Vippeafbryder ( lyskontakt ),D,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bafc0f4a-7e8d-4536-b7b5-db8ca8f2ed75,79.0,0.079,-78.921,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
69d4ee5a-c24f-4cc7-8f03-0d5828af4b5e,"Vådrumsarmatur til lysstofrør , T8-36W",A1 - A3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=69d4ee5a-c24f-4cc7-8f03-0d5828af4b5e,3149.0,3.149,-3145.851,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
69d4ee5a-c24f-4cc7-8f03-0d5828af4b5e,"Vådrumsarmatur til lysstofrør , T8-36W",C3,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=69d4ee5a-c24f-4cc7-8f03-0d5828af4b5e,3149.0,3.149,-3145.851,-99.9%,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
